alpha,gamma,hop length,entropy
0.25,0.99,2,-0.028969806155920708
0.25,0.99,2,-0.007516582039690078
0.25,0.99,2,0.045495128804895923
0.25,0.99,2,-0.046001925733481386
0.25,0.99,2,0.0684314257698655
0.25,0.99,2,0.023480862705790084
0.25,0.99,3,0.14779914261452665
0.25,0.99,3,0.1982668189275043
0.25,0.99,3,0.1589294178332843
0.25,0.99,3,0.17891062282508652
0.25,0.99,3,0.18775240068241272
0.25,0.99,3,0.14237331398136255
0.25,0.99,3,0.04713078259796699
0.25,0.99,3,0.22028714616979572
0.25,0.99,3,0.13764508954131327
0.25,0.99,3,0.1169636482496148
0.25,0.99,3,0.24056534257272721
0.25,0.99,3,0.22559246179078785
0.25,0.99,3,0.14925463763261182
0.25,0.99,3,0.13348455648018165
0.25,0.99,3,0.21293020373491411
0.25,0.99,3,0.03966777046320025
0.25,0.99,3,0.25737527784317527
0.25,0.99,3,0.2526351545424219
0.25,0.99,3,-0.04000492011194545
0.25,0.99,3,0.07180783273969293
0.25,0.99,3,0.10577123022519141
0.25,0.99,3,0.2173738975133397
0.25,0.99,3,0.15268387222342317
0.25,0.99,3,0.09435972564321471
0.25,0.99,3,0.003807484102775982
0.25,0.99,3,0.1401535403891514
0.25,0.99,3,0.08310847954228362
0.25,0.99,3,0.13065793831416506
0.25,0.99,3,0.07777475897245201
0.25,0.99,3,0.20656686412729242
0.25,0.99,3,0.15985051225173974
0.25,0.99,3,0.18297667067535017
0.25,0.99,3,0.21970265977330827
0.25,0.99,3,0.2539777280919573
0.25,0.99,3,0.22876620533558678
0.25,0.99,3,0.16462741671368986
0.25,0.99,3,0.18407740085054192
0.25,0.99,3,0.2832712585956214
0.25,0.99,3,0.11957512491497146
0.25,0.99,3,0.2470814935654162
0.25,0.99,3,0.16003665372706255
0.25,0.99,3,0.22052177186635857
0.25,0.99,3,0.18974631904802397
0.25,0.99,3,0.1876007569679068
0.25,0.99,3,0.0617815540765525
0.25,0.99,3,0.06762955210560895
0.25,0.99,3,0.055011171724626884
0.25,0.99,3,0.20006962181854093
0.25,0.99,3,0.12965044752154808
0.25,0.99,3,0.24276317675041148
0.25,0.99,3,0.13065339135165455
0.25,0.99,3,0.23816430754221773
0.25,0.99,3,0.05425947350512361
0.25,0.99,3,0.1104916912018068
0.25,0.99,3,0.20314186295278946
0.25,0.99,3,0.16694197444686032
0.25,0.99,3,0.27713996901889937
0.25,0.99,3,0.14829565686940982
0.25,0.99,3,0.23747189850284167
0.25,0.99,3,0.06793198883401441
0.25,0.99,3,0.23694800990419962
0.25,0.99,3,0.20329145075046196
0.25,0.99,3,0.20737668822335587
0.25,0.99,3,0.1103618350640656
0.25,0.99,3,0.17833780988453785
0.25,0.99,3,0.32784958743222625
0.25,0.99,3,0.14350994626823588
0.25,0.99,3,0.16656180087763683
0.25,0.99,3,0.12604683003935913
0.25,0.99,3,0.21479498531440067
0.25,0.99,3,0.21439409312758007
0.25,0.99,3,0.16898372810190931
0.25,0.99,3,0.15849823565794718
0.25,0.99,3,0.1708044530068733
0.25,0.99,3,0.2781351616491061
0.25,0.99,3,0.12387982887075899
0.25,0.99,3,0.18313461831244582
0.25,0.99,3,0.08994192977257698
0.25,0.99,3,0.20849406704388573
0.25,0.99,3,0.12591814928932243
0.25,0.99,3,0.18646081128233316
0.25,0.99,3,0.28341450028866566
0.25,0.99,3,0.1644361679372106
0.25,0.99,3,0.15926503502269518
0.25,0.99,3,0.15631216670295167
0.25,0.99,3,0.21673523161028196
0.25,0.99,3,0.12243475724107644
0.25,0.99,3,0.16382928827941723
0.25,0.99,3,0.09637765140143872
0.25,0.99,3,0.17638006092290803
0.25,0.99,3,0.17441257586893455
0.25,0.99,3,0.19250206844724982
0.25,0.99,3,0.22675036736719956
0.25,0.99,3,0.22516180636326322
0.25,0.99,3,0.24120601572223577
0.25,0.99,3,0.23670795593827254
0.25,0.99,3,0.1749874502532338
0.25,0.99,3,0.18861964638279627
0.25,0.99,3,0.18543579747266636
0.25,0.99,3,0.10908832862647344
0.5,0.01,1,0.021426072244236538
0.5,0.01,1,-0.0814707853845762
0.5,0.01,1,0.09953601715968419
0.5,0.01,1,-0.07780909824971216
0.5,0.01,1,-0.01908998832009212
0.5,0.01,1,0.07282574875277259
0.5,0.01,1,0.06825231947198973
0.5,0.01,1,0.02985452512357223
0.5,0.01,1,-0.011421350968408905
0.5,0.01,1,0.041680930386543746
0.5,0.01,1,-0.1771403887185845
0.5,0.01,1,-0.02990148800179626
0.5,0.01,1,0.01346068694808178
0.5,0.01,1,-0.005206472928351635
0.5,0.01,1,-0.11982312395198025
0.5,0.01,1,-0.02464081566670928
0.5,0.01,1,-0.040995676828334604
0.5,0.01,1,-0.05638917725129455
0.5,0.01,1,0.03559223988982052
0.5,0.01,1,-0.084988790999597
0.5,0.01,1,-0.13204954180603212
0.5,0.01,1,0.023718733084044263
0.5,0.01,1,0.013540144728577452
0.5,0.01,1,-0.0679852705479187
0.5,0.01,1,0.027480509470086956
0.5,0.01,1,-0.15315430248450013
0.5,0.01,1,0.04759678667021694
0.5,0.01,1,0.11916229171798842
0.5,0.01,1,0.006278903933057967
0.5,0.01,1,0.005011057321004486
0.5,0.01,1,-0.04429474029131586
0.5,0.01,1,0.08371871308372025
0.5,0.01,1,-0.19373022193379752
0.5,0.01,1,0.0018794150666610054
0.5,0.01,1,-0.03973743185234402
0.5,0.01,1,-0.06039902569118083
0.5,0.01,1,0.031211986888450838
0.5,0.01,1,-0.0010706021277926414
0.5,0.01,1,-0.007242889092890836
0.5,0.01,1,-0.05672464800769217
0.5,0.01,1,-0.03818769053087134
0.5,0.01,1,0.06676243821635008
0.5,0.01,1,0.14934131893669256
0.5,0.01,1,-0.07808965276220814
0.5,0.01,1,-0.07244183059723341
0.5,0.01,1,-0.08120701811725284
0.5,0.01,1,-0.012214047802902916
0.5,0.01,1,-0.20968347937840925
0.5,0.01,1,-0.03601782800690212
0.5,0.01,1,-0.07874665436566897
0.5,0.01,1,0.06675678927925222
0.5,0.01,1,-0.05679570167684567
0.5,0.01,1,-0.0016675013871696454
0.5,0.01,1,-0.20026404899843286
0.5,0.01,1,-0.012503570066642267
0.5,0.01,1,-0.015538353964533957
0.5,0.01,1,-0.10554179676668918
0.5,0.01,1,-0.08644275544149727
0.5,0.01,1,-0.09409344460088787
0.5,0.01,1,0.13781049910072518
0.5,0.01,1,0.0540419597695001
0.5,0.01,1,0.14316804998987132
0.5,0.01,1,0.0644577099279997
0.5,0.01,1,-0.043727239149918606
0.5,0.01,1,0.05596681733866782
0.5,0.01,1,0.07418446783052168
0.5,0.01,1,0.08982156956047138
0.5,0.01,1,-0.07676851183941436
0.5,0.01,1,0.018824295617491327
0.5,0.01,1,-0.06054500231721871
0.5,0.01,1,-0.12907485498919802
0.5,0.01,1,0.0351750191168243
0.5,0.01,1,0.04910892914823428
0.5,0.01,1,0.01704570240863368
0.5,0.01,1,-0.013289334555372623
0.5,0.01,1,-0.07050368649072336
0.5,0.01,1,0.1766487922187503
0.5,0.01,1,0.042266914638163566
0.5,0.01,1,-0.039153555681681995
0.5,0.01,1,0.10852002383199033
0.5,0.01,1,-0.12620435566805122
0.5,0.01,1,0.16533142735267825
0.5,0.01,1,-0.0724448062928924
0.5,0.01,1,-0.04015569578972178
0.5,0.01,1,0.06789104356158826
0.5,0.01,1,-0.12280316572529393
0.5,0.01,1,-0.19498881190350148
0.5,0.01,1,0.03316437722730203
0.5,0.01,1,0.056646365622913475
0.5,0.01,1,0.06885610024983735
0.5,0.01,1,0.10099779297754563
0.5,0.01,1,-0.035977935213239
0.5,0.01,1,0.18498670646752924
0.5,0.01,1,0.0035277372211937053
0.5,0.01,1,-0.0462545357309474
0.5,0.01,1,-0.025941307754734355
0.5,0.01,1,0.004346149542545197
0.5,0.01,1,-0.07245732271076255
0.5,0.01,1,0.12405050714195864
0.5,0.01,1,0.07968048571443531
0.5,0.01,2,0.021426072244236538
0.5,0.01,2,-0.0814707853845762
0.5,0.01,2,0.09953601715968419
0.5,0.01,2,-0.07780909824971216
0.5,0.01,2,-0.01908998832009212
0.5,0.01,2,0.07282574875277259
0.5,0.01,2,0.06825231947198973
0.5,0.01,2,0.02985452512357223
0.5,0.01,2,-0.011421350968408905
0.5,0.01,2,0.041680930386543746
0.5,0.01,2,-0.1771403887185845
0.5,0.01,2,-0.02990148800179626
0.5,0.01,2,0.01346068694808178
0.5,0.01,2,-0.005206472928351635
0.5,0.01,2,-0.11982312395198025
0.5,0.01,2,-0.02464081566670928
0.5,0.01,2,-0.040995676828334604
0.5,0.01,2,-0.05638917725129455
0.5,0.01,2,0.03559223988982052
0.5,0.01,2,-0.084988790999597
0.5,0.01,2,-0.13204954180603212
0.5,0.01,2,0.023718733084044263
0.5,0.01,2,0.013540144728577452
0.5,0.01,2,-0.0679852705479187
0.5,0.01,2,0.027480509470086956
0.5,0.01,2,-0.15315430248450013
0.5,0.01,2,0.04759678667021694
0.5,0.01,2,0.11916229171798842
0.5,0.01,2,0.006278903933057967
0.5,0.01,2,0.005011057321004486
0.5,0.01,2,-0.04429474029131586
0.5,0.01,2,0.08371871308372025
0.5,0.01,2,-0.19373022193379752
0.5,0.01,2,0.0018794150666610054
0.5,0.01,2,-0.03973743185234402
0.5,0.01,2,-0.06039902569118083
0.5,0.01,2,0.031211986888450838
0.5,0.01,2,-0.0010706021277926414
0.5,0.01,2,-0.007242889092890836
0.5,0.01,2,-0.05672464800769217
0.5,0.01,2,-0.03818769053087134
0.5,0.01,2,0.06676243821635008
0.5,0.01,2,0.14934131893669256
0.5,0.01,2,-0.07808965276220814
0.5,0.01,2,-0.07244183059723341
0.5,0.01,2,-0.08120701811725284
0.5,0.01,2,-0.012214047802902916
0.5,0.01,2,-0.20968347937840925
0.5,0.01,2,-0.03601782800690212
0.5,0.01,2,-0.07874665436566897
0.5,0.01,2,0.06675678927925222
0.5,0.01,2,-0.05679570167684567
0.5,0.01,2,-0.0016675013871696454
0.5,0.01,2,-0.20026404899843286
0.5,0.01,2,-0.012503570066642267
0.5,0.01,2,-0.015538353964533957
0.5,0.01,2,-0.10554179676668918
0.5,0.01,2,-0.08644275544149727
0.5,0.01,2,-0.09409344460088787
0.5,0.01,2,0.13781049910072518
0.5,0.01,2,0.0540419597695001
0.5,0.01,2,0.14316804998987132
0.5,0.01,2,0.0644577099279997
0.5,0.01,2,-0.043727239149918606
0.5,0.01,2,0.05596681733866782
0.5,0.01,2,0.07418446783052168
0.5,0.01,2,0.08982156956047138
0.5,0.01,2,-0.07676851183941436
0.5,0.01,2,0.018824295617491327
0.5,0.01,2,-0.06054500231721871
0.5,0.01,2,-0.12907485498919802
0.5,0.01,2,0.0351750191168243
0.5,0.01,2,0.04910892914823428
0.5,0.01,2,0.01704570240863368
0.5,0.01,2,-0.013289334555372623
0.5,0.01,2,-0.07050368649072336
0.5,0.01,2,0.1766487922187503
0.5,0.01,2,0.042266914638163566
0.5,0.01,2,-0.039153555681681995
0.5,0.01,2,0.10852002383199033
0.5,0.01,2,-0.12620435566805122
0.5,0.01,2,0.16533142735267825
0.5,0.01,2,-0.0724448062928924
0.5,0.01,2,-0.04015569578972178
0.5,0.01,2,0.06789104356158826
0.5,0.01,2,-0.12280316572529393
0.5,0.01,2,-0.19498881190350148
0.5,0.01,2,0.03316437722730203
0.5,0.01,2,0.056646365622913475
0.5,0.01,2,0.06885610024983735
0.5,0.01,2,0.10099779297754563
0.5,0.01,2,-0.035977935213239
0.5,0.01,2,0.18498670646752924
0.5,0.01,2,0.0035277372211937053
0.5,0.01,2,-0.0462545357309474
0.5,0.01,2,-0.025941307754734355
0.5,0.01,2,0.004346149542545197
0.5,0.01,2,-0.07245732271076255
0.5,0.01,2,0.12405050714195864
0.5,0.01,2,0.07968048571443531
0.5,0.01,3,-0.041290126747899114
0.5,0.01,3,0.07891133967379282
0.5,0.01,3,-0.09117113504950114
0.5,0.01,3,0.11181459539706384
0.5,0.01,3,0.034224013918646934
0.5,0.01,3,-0.04930766668900688
0.5,0.01,3,-0.1780839278630485
0.5,0.01,3,0.02491506623684636
0.5,0.01,3,-0.04744005134802165
0.5,0.01,3,-0.06679782369345333
0.5,0.01,3,0.2655509021580894
0.5,0.01,3,0.11625124369149575
0.5,0.01,3,0.0188831169878092
0.5,0.01,3,-0.055936490472990874
0.5,0.01,3,0.07268591371848643
0.5,0.01,3,-0.004520215206491263
0.5,0.01,3,0.2660436433225192
0.5,0.01,3,0.15598593816144968
0.5,0.01,3,-0.24063412286531294
0.5,0.01,3,-0.1544275620619412
0.5,0.01,3,0.02778823377082318
0.5,0.01,3,0.10818184985476575
0.5,0.01,3,-0.022297344651983853
0.5,0.01,3,-0.18532663187870624
0.5,0.01,3,-0.4255698451094352
0.5,0.01,3,0.0038662631141369586
0.5,0.01,3,-0.1897569427824498
0.5,0.01,3,-0.06691641121620817
0.5,0.01,3,-0.19819747590140058
0.5,0.01,3,0.012760728136815835
0.5,0.01,3,-0.0072048340838980485
0.5,0.01,3,0.11528940715630143
0.5,0.01,3,0.03230709750451388
0.5,0.01,3,-0.006879731362746444
0.5,0.01,3,0.12532090869292878
0.5,0.01,3,0.016868639398449514
0.5,0.01,3,0.1550894536652947
0.5,0.01,3,0.1938114037578621
0.5,0.01,3,-0.013145428865145692
0.5,0.01,3,0.09416746560440536
0.5,0.01,3,-0.021190397283372908
0.5,0.01,3,0.052020718349594985
0.5,0.01,3,0.1682486992297033
0.5,0.01,3,0.056469795390830746
0.5,0.01,3,-0.157854918535266
0.5,0.01,3,-0.22906433577351648
0.5,0.01,3,-0.17144050581996273
0.5,0.01,3,0.12924699429571773
0.5,0.01,3,0.050130622949310255
0.5,0.01,3,0.08659527527762922
0.5,0.01,3,-0.08829070848559928
0.5,0.01,3,0.14562641884311378
0.5,0.01,3,-0.015211381704463345
0.5,0.01,3,-0.1049849240008004
0.5,0.01,3,0.10818969978344328
0.5,0.01,3,0.025412890406802058
0.5,0.01,3,0.015568193920903473
0.5,0.01,3,-0.00950524226216809
0.5,0.01,3,0.15664738655033295
0.5,0.01,3,-0.11737074259495373
0.5,0.01,3,0.13622041999882717
0.5,0.01,3,-0.01690904115741587
0.5,0.01,3,0.10251482910290677
0.5,0.01,3,0.08351182403298474
0.5,0.01,3,0.09143964050775588
0.5,0.01,3,0.16101040582784365
0.5,0.01,3,0.07529424916778304
0.5,0.01,3,0.01808475405829968
0.5,0.01,3,0.03550214883270675
0.5,0.01,3,0.04868789320143163
0.5,0.01,3,0.13649433305058
0.5,0.01,3,0.15216747206442827
0.5,0.01,3,-0.05847428843185276
0.5,0.01,3,0.21844313696836715
0.5,0.01,3,0.24940202464375816
0.5,0.01,3,-0.09121319833405395
0.5,0.01,3,-0.047034372310417405
0.5,0.01,3,-0.12435457401239403
0.5,0.01,3,0.05139168498869817
0.5,0.01,3,-0.11455737814111455
0.5,0.01,3,0.050100250510880295
0.5,0.01,3,0.317296763252893
0.5,0.01,3,-0.04118786010824327
0.5,0.01,3,0.08008328747304183
0.5,0.01,3,0.11814859030130653
0.5,0.01,3,0.061887776820647944
0.5,0.01,3,-0.05265903510825998
0.5,0.01,3,0.11463833735680118
0.5,0.01,3,-0.20981662405121593
0.5,0.01,3,-0.0198381019551781
0.5,0.01,3,-0.05291101999713865
0.5,0.01,3,0.11603449950242284
0.5,0.01,3,-0.12509670658302585
0.5,0.01,3,0.13606736776442863
0.5,0.01,3,0.11586305603532909
0.5,0.01,3,0.12511782671101435
0.5,0.01,3,0.14631341905389406
0.5,0.01,3,0.19721710911392265
0.5,0.01,3,0.07673657602423312
0.5,0.01,3,-0.0797406018576522
0.5,0.05,1,0.031549900613563775
0.5,0.05,1,-0.06330309069618689
0.5,0.05,1,0.08804319174163044
0.5,0.05,1,-0.0650182716964871
0.5,0.05,1,-0.02779156539637251
0.5,0.05,1,0.06454317488797767
0.5,0.05,1,0.07872390573476995
0.5,0.05,1,0.011612169304003883
0.5,0.05,1,-0.014304826206225307
0.5,0.05,1,0.04920390036172284
0.5,0.05,1,-0.1653889270956943
0.5,0.05,1,-0.020948171207958888
0.5,0.05,1,0.002202588547370876
0.5,0.05,1,-0.023792586179225195
0.5,0.05,1,-0.10645218783439292
0.5,0.05,1,-0.03489591075149501
0.5,0.05,1,-0.023640959417120078
0.5,0.05,1,-0.057727062952758645
0.5,0.05,1,0.044205851944890684
0.5,0.05,1,-0.06857801659329743
0.5,0.05,1,-0.1452820078115149
0.5,0.05,1,0.026975753892498178
0.5,0.05,1,0.011935808156282368
0.5,0.05,1,-0.06685550597391643
0.5,0.05,1,0.03092247339459342
0.5,0.05,1,-0.1406615770287052
0.5,0.05,1,0.05209189866942632
0.5,0.05,1,0.11103296001579177
0.5,0.05,1,0.00845899557311558
0.5,0.05,1,0.008051836292367831
0.5,0.05,1,-0.04267512428030629
0.5,0.05,1,0.07300998399521341
0.5,0.05,1,-0.1783641338887778
0.5,0.05,1,0.004613714072316588
0.5,0.05,1,-0.04215736046020724
0.5,0.05,1,-0.051782556465103324
0.5,0.05,1,0.025150556771867283
0.5,0.05,1,0.0025175370856298507
0.5,0.05,1,-0.02065075308796893
0.5,0.05,1,-0.06210081411525725
0.5,0.05,1,-0.019291395131152855
0.5,0.05,1,0.07018004682800405
0.5,0.05,1,0.12589689985042374
0.5,0.05,1,-0.06919503278521022
0.5,0.05,1,-0.06468866834772746
0.5,0.05,1,-0.08849414613739914
0.5,0.05,1,-0.0005664089791812543
0.5,0.05,1,-0.19935305152493932
0.5,0.05,1,-0.03498256185331483
0.5,0.05,1,-0.07049998969286131
0.5,0.05,1,0.07060633231143276
0.5,0.05,1,-0.047270238950844146
0.5,0.05,1,0.004754385820593177
0.5,0.05,1,-0.18237716941082693
0.5,0.05,1,-0.009453362016147437
0.5,0.05,1,-0.03878875409624194
0.5,0.05,1,-0.0790439562786871
0.5,0.05,1,-0.08110820086396697
0.5,0.05,1,-0.08499435943117084
0.5,0.05,1,0.12770640010365097
0.5,0.05,1,0.07435647757769126
0.5,0.05,1,0.13270234878330545
0.5,0.05,1,0.04834107763043494
0.5,0.05,1,-0.041156296368085155
0.5,0.05,1,0.06794290844684236
0.5,0.05,1,0.07357674425898741
0.5,0.05,1,0.0948149758039174
0.5,0.05,1,-0.08094461698523525
0.5,0.05,1,0.015288594503857444
0.5,0.05,1,-0.04492604956936286
0.5,0.05,1,-0.11217698371683515
0.5,0.05,1,0.035712252694143354
0.5,0.05,1,0.04397324043004969
0.5,0.05,1,0.004971728669003861
0.5,0.05,1,-0.003951367676032547
0.5,0.05,1,-0.06028269458553881
0.5,0.05,1,0.16529416695262644
0.5,0.05,1,0.037562877543116935
0.5,0.05,1,-0.021697249208221026
0.5,0.05,1,0.10865531857837851
0.5,0.05,1,-0.12633784209456822
0.5,0.05,1,0.15613971039169594
0.5,0.05,1,-0.06785413943868979
0.5,0.05,1,-0.02382930381118986
0.5,0.05,1,0.055548700568383236
0.5,0.05,1,-0.12414516018394828
0.5,0.05,1,-0.17413585631504325
0.5,0.05,1,0.043799771349340766
0.5,0.05,1,0.04780267513405856
0.5,0.05,1,0.06423196708014967
0.5,0.05,1,0.11246259452489671
0.5,0.05,1,-0.04370082447951451
0.5,0.05,1,0.18795901431497364
0.5,0.05,1,-0.01838476661874977
0.5,0.05,1,-0.054089772427913685
0.5,0.05,1,-0.0233050450163792
0.5,0.05,1,0.011977105766868279
0.5,0.05,1,-0.07295316729261803
0.5,0.05,1,0.12979508151410046
0.5,0.05,1,0.07195918962926906
0.5,0.05,2,0.031549900613563775
0.5,0.05,2,-0.06330309069618689
0.5,0.05,2,0.08804319174163044
0.5,0.05,2,-0.0650182716964871
0.5,0.05,2,-0.02779156539637251
0.5,0.05,2,0.06454317488797767
0.5,0.05,2,0.07872390573476995
0.5,0.05,2,0.011612169304003883
0.5,0.05,2,-0.014304826206225307
0.5,0.05,2,0.04920390036172284
0.5,0.05,2,-0.1653889270956943
0.5,0.05,2,-0.020948171207958888
0.5,0.05,2,0.002202588547370876
0.5,0.05,2,-0.023792586179225195
0.5,0.05,2,-0.10645218783439292
0.5,0.05,2,-0.03489591075149501
0.5,0.05,2,-0.023640959417120078
0.5,0.05,2,-0.057727062952758645
0.5,0.05,2,0.044205851944890684
0.5,0.05,2,-0.06857801659329743
0.5,0.05,2,-0.1452820078115149
0.5,0.05,2,0.026975753892498178
0.5,0.05,2,0.011935808156282368
0.5,0.05,2,-0.06685550597391643
0.5,0.05,2,0.03092247339459342
0.5,0.05,2,-0.1406615770287052
0.5,0.05,2,0.05209189866942632
0.5,0.05,2,0.11103296001579177
0.5,0.05,2,0.00845899557311558
0.5,0.05,2,0.008051836292367831
0.5,0.05,2,-0.04267512428030629
0.5,0.05,2,0.07300998399521341
0.5,0.05,2,-0.1783641338887778
0.5,0.05,2,0.004613714072316588
0.5,0.05,2,-0.04215736046020724
0.5,0.05,2,-0.051782556465103324
0.5,0.05,2,0.025150556771867283
0.5,0.05,2,0.0025175370856298507
0.5,0.05,2,-0.02065075308796893
0.5,0.05,2,-0.06210081411525725
0.5,0.05,2,-0.019291395131152855
0.5,0.05,2,0.07018004682800405
0.5,0.05,2,0.12589689985042374
0.5,0.05,2,-0.06919503278521022
0.5,0.05,2,-0.06468866834772746
0.5,0.05,2,-0.08849414613739914
0.5,0.05,2,-0.0005664089791812543
0.5,0.05,2,-0.19935305152493932
0.5,0.05,2,-0.03498256185331483
0.5,0.05,2,-0.07049998969286131
0.5,0.05,2,0.07060633231143276
0.5,0.05,2,-0.047270238950844146
0.5,0.05,2,0.004754385820593177
0.5,0.05,2,-0.18237716941082693
0.5,0.05,2,-0.009453362016147437
0.5,0.05,2,-0.03878875409624194
0.5,0.05,2,-0.0790439562786871
0.5,0.05,2,-0.08110820086396697
0.5,0.05,2,-0.08499435943117084
0.5,0.05,2,0.12770640010365097
0.5,0.05,2,0.07435647757769126
0.5,0.05,2,0.13270234878330545
0.5,0.05,2,0.04834107763043494
0.5,0.05,2,-0.041156296368085155
0.5,0.05,2,0.06794290844684236
0.5,0.05,2,0.07357674425898741
0.5,0.05,2,0.0948149758039174
0.5,0.05,2,-0.08094461698523525
0.5,0.05,2,0.015288594503857444
0.5,0.05,2,-0.04492604956936286
0.5,0.05,2,-0.11217698371683515
0.5,0.05,2,0.035712252694143354
0.5,0.05,2,0.04397324043004969
0.5,0.05,2,0.004971728669003861
0.5,0.05,2,-0.003951367676032547
0.5,0.05,2,-0.06028269458553881
0.5,0.05,2,0.16529416695262644
0.5,0.05,2,0.037562877543116935
0.5,0.05,2,-0.021697249208221026
0.5,0.05,2,0.10865531857837851
0.5,0.05,2,-0.12633784209456822
0.5,0.05,2,0.15613971039169594
0.5,0.05,2,-0.06785413943868979
0.5,0.05,2,-0.02382930381118986
0.5,0.05,2,0.055548700568383236
0.5,0.05,2,-0.12414516018394828
0.5,0.05,2,-0.17413585631504325
0.5,0.05,2,0.043799771349340766
0.5,0.05,2,0.04780267513405856
0.5,0.05,2,0.06423196708014967
0.5,0.05,2,0.11246259452489671
0.5,0.05,2,-0.04370082447951451
0.5,0.05,2,0.18795901431497364
0.5,0.05,2,-0.01838476661874977
0.5,0.05,2,-0.054089772427913685
0.5,0.05,2,-0.0233050450163792
0.5,0.05,2,0.011977105766868279
0.5,0.05,2,-0.07295316729261803
0.5,0.05,2,0.12979508151410046
0.5,0.05,2,0.07195918962926906
0.5,0.05,3,-0.013787039384481559
0.5,0.05,3,0.08958681148579839
0.5,0.05,3,-0.04805178237058216
0.5,0.05,3,0.1280879202284645
0.5,0.05,3,0.06489026414293553
0.5,0.05,3,-0.027744173840581476
0.5,0.05,3,-0.14552722060437395
0.5,0.05,3,0.05089044301805812
0.5,0.05,3,-0.021325427512878248
0.5,0.05,3,-0.04536754262250353
0.5,0.05,3,0.266791949404778
0.5,0.05,3,0.134616206857197
0.5,0.05,3,0.037781705465695925
0.5,0.05,3,-0.02620642339927437
0.5,0.05,3,0.0876508522698638
0.5,0.05,3,0.008236123021088892
0.5,0.05,3,0.27572332981725634
0.5,0.05,3,0.17696073027330572
0.5,0.05,3,-0.2112175570192807
0.5,0.05,3,-0.12855843367889164
0.5,0.05,3,0.035172569611744864
0.5,0.05,3,0.1266347431315472
0.5,0.05,3,-0.004943783082150155
0.5,0.05,3,-0.15489821054684605
0.5,0.05,3,-0.37414740345236286
0.5,0.05,3,0.02506065144427394
0.5,0.05,3,-0.15535404292059563
0.5,0.05,3,-0.04691643830039016
0.5,0.05,3,-0.16417699330742863
0.5,0.05,3,0.047080964573255724
0.5,0.05,3,0.02624027187512734
0.5,0.05,3,0.12194522973637012
0.5,0.05,3,0.042037022597188445
0.5,0.05,3,0.03449213429310194
0.5,0.05,3,0.14858036119063833
0.5,0.05,3,0.0365339191141415
0.5,0.05,3,0.17739546282234497
0.5,0.05,3,0.2202104899434043
0.5,0.05,3,0.0075048510734183616
0.5,0.05,3,0.11913539295257303
0.5,0.05,3,0.012951970728737328
0.5,0.05,3,0.08197474487706535
0.5,0.05,3,0.1873160828629593
0.5,0.05,3,0.08474975471632429
0.5,0.05,3,-0.1302874498093053
0.5,0.05,3,-0.1892261390493596
0.5,0.05,3,-0.13019658113915722
0.5,0.05,3,0.14325993620950306
0.5,0.05,3,0.061599173337383295
0.5,0.05,3,0.1056129957745513
0.5,0.05,3,-0.058943039089462856
0.5,0.05,3,0.16679174711117262
0.5,0.05,3,-0.00718248476418093
0.5,0.05,3,-0.07497284525949799
0.5,0.05,3,0.12021085123840414
0.5,0.05,3,0.053047683964751347
0.5,0.05,3,0.048602711753851224
0.5,0.05,3,0.010469470158616767
0.5,0.05,3,0.17894691370817206
0.5,0.05,3,-0.09185848339007507
0.5,0.05,3,0.1572234429159628
0.5,0.05,3,0.016055229860080233
0.5,0.05,3,0.12433929617918849
0.5,0.05,3,0.08211680812259659
0.5,0.05,3,0.10735346449510352
0.5,0.05,3,0.1970348302892322
0.5,0.05,3,0.09510719315878435
0.5,0.05,3,0.034036024254160635
0.5,0.05,3,0.04907118469540106
0.5,0.05,3,0.07646074087586485
0.5,0.05,3,0.15169695025187613
0.5,0.05,3,0.16378104278341277
0.5,0.05,3,-0.02273302612013517
0.5,0.05,3,0.21405653911475386
0.5,0.05,3,0.25927356953342906
0.5,0.05,3,-0.06322643711754206
0.5,0.05,3,-0.016534803760351213
0.5,0.05,3,-0.09473831516584541
0.5,0.05,3,0.06961374095771311
0.5,0.05,3,-0.08229669518660288
0.5,0.05,3,0.07119043476159881
0.5,0.05,3,0.3128479828174182
0.5,0.05,3,-0.006814633459140795
0.5,0.05,3,0.08893295688739244
0.5,0.05,3,0.12471957269982403
0.5,0.05,3,0.08079193592017286
0.5,0.05,3,-0.03158691334407704
0.5,0.05,3,0.12874511074320738
0.5,0.05,3,-0.16319950221704993
0.5,0.05,3,0.009584975713134103
0.5,0.05,3,-0.008853462298445747
0.5,0.05,3,0.12937437912632554
0.5,0.05,3,-0.07798727181088716
0.5,0.05,3,0.15457233866004105
0.5,0.05,3,0.14489468365962377
0.5,0.05,3,0.14173084986388007
0.5,0.05,3,0.1573878478417554
0.5,0.05,3,0.20079369761448573
0.5,0.05,3,0.10150428023281688
0.5,0.05,3,-0.04980846897612845
0.5,0.1,1,0.0415436935332163
0.5,0.1,1,-0.047643902099808955
0.5,0.1,1,0.07626845574610086
0.5,0.1,1,-0.05257254170391423
0.5,0.1,1,-0.033238978179923606
0.5,0.1,1,0.0586451678806128
0.5,0.1,1,0.08531997514889222
0.5,0.1,1,-0.003702728708045555
0.5,0.1,1,-0.018113427269596416
0.5,0.1,1,0.056334391269963424
0.5,0.1,1,-0.15335702022913944
0.5,0.1,1,-0.013648631708073511
0.5,0.1,1,-0.006954604233576411
